Days to Ship Actual,Sales Forecast,Ship Status,Days to Ship Scheduled,Sales per Customer,Profit Ratio,Category,City,Country,Customer Name,Days to Ship Actual (bin),Discount,Number of Records,Order Date,Order ID,Postal Code,Product Name,Profit,Quantity,Region,Sales (bin),Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
4,7,Shipped Early,6,$5.18 ,35.00%,Office Supplies,Chicago,United States,Erin Ashbrook,4,20,1,2/16/2016,CA-2016-168956,60623,Xerox 206,1.8144,1,Central,$0 ,5.184,Corporate,2/20/2016,Standard Class,Illinois,Paper
4,88,Shipped Early,6,$62.96 ,-4.30%,Furniture,Chicago,United States,Erin Ashbrook,4,30,1,2/16/2016,CA-2016-168956,60623,"Global Stack Chair with Arms, Black",-2.6982,3,Central,$0 ,62.958,Corporate,2/20/2016,Standard Class,Illinois,Chairs
4,129,Shipped Early,6,$92.06 ,-245.00%,Office Supplies,Chicago,United States,Erin Ashbrook,4,80,1,2/16/2016,CA-2016-168956,60623,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,-225.5568,6,Central,$0 ,92.064,Corporate,2/20/2016,Standard Class,Illinois,Appliances
7,12,Shipped Late,6,$8.72 ,41.00%,Office Supplies,New York City,United States,Patrick Gardner,6,0,1,2/15/2016,US-2016-162859,10009,Advantus Push Pins,3.5752,4,East,$0 ,8.72,Consumer,2/22/2016,Standard Class,New York,Fasteners
7,558,Shipped Late,6,$398.35 ,31.30%,Office Supplies,New York City,United States,Patrick Gardner,6,20,1,2/15/2016,US-2016-162859,10009,GBC DocuBind P100 Manual Binding Machine,124.485,3,East,$0 ,398.352,Consumer,2/22/2016,Standard Class,New York,Binders
1,7,Shipped On Time,1,$4.77 ,45.00%,Office Supplies,Clinton,United States,Dave Kipp,0,0,1,2/14/2016,CA-2016-134334,20735,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",2.1465,1,East,$0 ,4.77,Consumer,2/15/2016,First Class,Maryland,Paper
1,11,Shipped On Time,1,$7.98 ,26.00%,Office Supplies,Clinton,United States,Dave Kipp,0,0,1,2/14/2016,CA-2016-134334,20735,Economy #2 Pencils,2.0748,3,East,$0 ,7.98,Consumer,2/15/2016,First Class,Maryland,Art
1,15,Shipped On Time,1,$10.56 ,44.00%,Furniture,Clinton,United States,Dave Kipp,0,0,1,2/14/2016,CA-2016-134334,20735,Regeneration Desk Collection,4.6464,6,East,$0 ,10.56,Consumer,2/15/2016,First Class,Maryland,Furnishings
5,370,Shipped Early,6,$264.18 ,26.00%,Office Supplies,Jackson,United States,Fred McMath,5,0,1,2/14/2016,CA-2016-146150,39212,Panasonic KP-150 Electric Pencil Sharpener,68.6868,7,South,$0 ,264.18,Consumer,2/19/2016,Standard Class,Mississippi,Art
1,771,Shipped On Time,1,$550.43 ,-8.60%,Furniture,Clinton,United States,Dave Kipp,0,30,1,2/14/2016,CA-2016-134334,20735,Bevis Boat-Shaped Conference Table,-47.1798,3,East,$478 ,550.431,Consumer,2/15/2016,First Class,Maryland,Tables
5,206,Shipped Early,6,$146.82 ,50.00%,Office Supplies,Los Angeles,United States,Ross DeVincentis,5,0,1,2/13/2016,CA-2016-112942,90045,Tops Green Bar Computer Printout Paper,73.41,3,West,$0 ,146.82,Home Office,2/18/2016,Standard Class,California,Paper
2,1892,Shipped Late,1,"$1,350.12 ",13.00%,Office Supplies,Atlanta,United States,John Stevenson,1,0,1,2/12/2016,CA-2016-110492,30318,Tennsco Double-Tier Lockers,175.5156,6,South,$956 ,1350.12,Consumer,2/14/2016,First Class,Georgia,Storage
2,22,Shipped Late,1,$15.92 ,47.00%,Office Supplies,Atlanta,United States,John Stevenson,1,0,1,2/12/2016,CA-2016-110492,30318,"Avery Durable Slant Ring Binders, No Labels",7.4824,4,South,$0 ,15.92,Consumer,2/14/2016,First Class,Georgia,Binders
2,98,Shipped Late,1,$69.93 ,1.00%,Technology,Tulsa,United States,Phillip Breyer,1,0,1,2/11/2016,CA-2016-164938,74133,Mediabridge Sport Armband iPhone 5s,0.6993,7,Central,$0 ,69.93,Corporate,2/13/2016,First Class,Oklahoma,Phones
4,126,Shipped Early,6,$89.97 ,44.00%,Technology,San Francisco,United States,Justin Ritter,4,0,1,2/9/2016,US-2016-112396,94110,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,39.5868,3,West,$0 ,89.97,Corporate,2/13/2016,Standard Class,California,Accessories
4,45,Shipped Early,6,$31.86 ,35.00%,Technology,San Francisco,United States,Justin Ritter,4,0,1,2/9/2016,US-2016-112396,94110,Maxell 4.7GB DVD+RW 3/Pack,11.151,2,West,$0 ,31.86,Corporate,2/13/2016,Standard Class,California,Accessories
3,1581,Shipped On Time,3,"$1,127.98 ",11.30%,Technology,Raleigh,United States,Cathy Hwang,2,20,1,2/8/2016,CA-2016-109344,27604,Samsung Galaxy S4 Mini,126.8973,3,South,$956 ,1127.976,Home Office,2/11/2016,Second Class,North Carolina,Phones
7,338,Shipped Late,6,$241.50 ,0.00%,Furniture,Houston,United States,Mark Haberlin,6,30,1,2/8/2016,CA-2016-163048,77036,Harbour Creations Steel Folding Chair,0,4,Central,$0 ,241.5,Corporate,2/15/2016,Standard Class,Texas,Chairs
0,140,Shipped On Time,0,$100.00 ,21.00%,Technology,Springfield,United States,Christina Anderson,0,0,1,2/7/2016,CA-2016-106894,22153,Micro Innovations USB RF Wireless Keyboard with Mouse,21,4,South,$0 ,100,Consumer,2/7/2016,Same Day,Virginia,Accessories
0,11,Shipped On Time,0,$7.83 ,46.00%,Office Supplies,Springfield,United States,Christina Anderson,0,0,1,2/7/2016,CA-2016-106894,22153,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,3.6018,3,South,$0 ,7.83,Consumer,2/7/2016,Same Day,Virginia,Labels
2,43,Shipped Late,1,$30.35 ,35.00%,Office Supplies,Lancaster,United States,Bobby Elias,1,20,1,2/7/2016,CA-2016-161662,43130,Xerox 1912,10.6232,2,East,$0 ,30.352,Consumer,2/9/2016,First Class,Ohio,Paper
3,875,Shipped On Time,3,$623.96 ,6.30%,Technology,Los Angeles,United States,Erica Bern,2,20,1,2/7/2016,CA-2016-135461,90049,Motorola L703CM,38.9975,5,West,$478 ,623.96,Corporate,2/10/2016,Second Class,California,Phones
5,185,Shipped Early,6,$132.22 ,-13.80%,Furniture,Chattanooga,United States,Karen Bern,5,20,1,2/6/2016,CA-2016-125017,37421,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",-18.1808,4,South,$0 ,132.224,Corporate,2/11/2016,Standard Class,Tennessee,Furnishings
0,114,Shipped On Time,0,$80.98 ,2.00%,Office Supplies,Smyrna,United States,Paul Prost,0,0,1,2/5/2016,US-2016-108504,30080,"Carina 42""Hx23 3/4""W Media Storage Unit",1.6196,1,South,$0 ,80.98,Home Office,2/5/2016,Same Day,Georgia,Storage
0,489,Shipped On Time,0,$348.84 ,49.00%,Office Supplies,Smyrna,United States,Paul Prost,0,0,1,2/5/2016,US-2016-108504,30080,White Computer Printout Paper by Universal,170.9316,9,South,$0 ,348.84,Home Office,2/5/2016,Same Day,Georgia,Paper
0,13,Shipped On Time,0,$9.45 ,2.00%,Office Supplies,Smyrna,United States,Paul Prost,0,0,1,2/5/2016,US-2016-108504,30080,Revere Boxed Rubber Bands by Revere,0.189,5,South,$0 ,9.45,Home Office,2/5/2016,Same Day,Georgia,Fasteners
0,26,Shipped On Time,0,$18.84 ,38.00%,Furniture,Smyrna,United States,Paul Prost,0,0,1,2/5/2016,US-2016-108504,30080,"Eldon 200 Class Desk Accessories, Black",7.1592,3,South,$0 ,18.84,Home Office,2/5/2016,Same Day,Georgia,Furnishings
0,336,Shipped On Time,0,$239.98 ,22.00%,Furniture,Smyrna,United States,Paul Prost,0,0,1,2/5/2016,US-2016-108504,30080,"Bush Andora Bookcase, Maple/Graphite Gray Finish",52.7956,2,South,$0 ,239.98,Home Office,2/5/2016,Same Day,Georgia,Bookcases
0,235,Shipped On Time,0,$167.96 ,47.00%,Office Supplies,Smyrna,United States,Paul Prost,0,0,1,2/5/2016,US-2016-108504,30080,Ames Color-File Green Diamond Border X-ray Mailers,78.9412,2,South,$0 ,167.96,Home Office,2/5/2016,Same Day,Georgia,Envelopes
0,147,Shipped On Time,0,$104.85 ,27.00%,Technology,Smyrna,United States,Paul Prost,0,0,1,2/5/2016,US-2016-108504,30080,Plantronics Cordless Phone Headset with In-line Volume - M214C,28.3095,3,South,$0 ,104.85,Home Office,2/5/2016,Same Day,Georgia,Phones
0,680,Shipped On Time,0,$484.83 ,26.00%,Technology,Smyrna,United States,Paul Prost,0,0,1,2/5/2016,US-2016-108504,30080,Aastra 57i VoIP phone,126.0558,3,South,$478 ,484.83,Home Office,2/5/2016,Same Day,Georgia,Phones
0,172,Shipped On Time,0,$122.97 ,49.00%,Office Supplies,Smyrna,United States,Paul Prost,0,0,1,2/5/2016,US-2016-108504,30080,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",60.2553,3,South,$0 ,122.97,Home Office,2/5/2016,Same Day,Georgia,Paper
0,216,Shipped On Time,0,$154.44 ,1.00%,Office Supplies,Smyrna,United States,Paul Prost,0,0,1,2/5/2016,US-2016-108504,30080,"Belkin 19"" Vented Equipment Shelf, Black",1.5444,3,South,$0 ,154.44,Home Office,2/5/2016,Same Day,Georgia,Storage
0,480,Shipped On Time,0,$342.37 ,47.00%,Office Supplies,Smyrna,United States,Paul Prost,0,0,1,2/5/2016,US-2016-108504,30080,Xerox 1943,160.9139,7,South,$0 ,342.37,Home Office,2/5/2016,Same Day,Georgia,Paper
5,21,Shipped Early,6,$14.73 ,49.00%,Office Supplies,San Diego,United States,Annie Zypern,5,0,1,2/5/2016,CA-2016-100993,92037,Avery 508,7.2177,3,West,$0 ,14.73,Consumer,2/10/2016,Standard Class,California,Labels
5,261,Shipped Early,6,$186.54 ,27.00%,Office Supplies,San Diego,United States,Annie Zypern,5,0,1,2/5/2016,CA-2016-100993,92037,"Fellowes Mobile File Cart, Black",50.3658,3,West,$0 ,186.54,Consumer,2/10/2016,Standard Class,California,Storage
5,782,Shipped Early,6,$557.73 ,1.30%,Furniture,San Diego,United States,Annie Zypern,5,20,1,2/5/2016,CA-2016-100993,92037,Chromcraft Round Conference Tables,6.9716,4,West,$478 ,557.728,Consumer,2/10/2016,Standard Class,California,Tables
5,224,Shipped Early,6,$159.97 ,-20.00%,Technology,San Diego,United States,Annie Zypern,5,20,1,2/5/2016,CA-2016-100993,92037,Anker Astro 15000mAh USB Portable Charger,-31.9936,4,West,$0 ,159.968,Consumer,2/10/2016,Standard Class,California,Phones
6,127,Shipped On Time,6,$90.48 ,26.00%,Technology,Rockville,United States,Maribeth Schnelling,5,0,1,2/4/2016,CA-2016-150077,20852,AT&T 17929 Lendline Telephone,23.5248,2,East,$0 ,90.48,Consumer,2/10/2016,Standard Class,Maryland,Phones
5,130,Shipped Early,6,$93.02 ,4.00%,Office Supplies,Los Angeles,United States,Jennifer Braxton,5,0,1,2/4/2016,CA-2016-101189,90049,Safco Commercial Shelving,3.7208,2,West,$0 ,93.02,Corporate,2/9/2016,Standard Class,California,Storage
4,20,Shipped Early,6,$14.37 ,27.50%,Furniture,Sierra Vista,United States,Tracy Blumstein,4,20,1,2/4/2016,CA-2016-117912,85635,Nu-Dell Float Frame 11 x 14 1/2,3.9512,2,West,$0 ,14.368,Consumer,2/8/2016,Standard Class,Arizona,Furnishings
7,1214,Shipped Late,6,$866.40 ,26.00%,Furniture,Richmond,United States,Liz Carlisle,6,0,1,2/3/2016,CA-2016-118514,40475,Hon Multipurpose Stacking Arm Chairs,225.264,4,South,$478 ,866.4,Consumer,2/10/2016,Standard Class,Kentucky,Chairs
5,165,Shipped Early,6,$117.96 ,5.00%,Office Supplies,New York City,United States,Adrian Barton,5,0,1,2/2/2016,CA-2016-147431,10011,"Belkin 19"" Center-Weighted Shelf, Gray",5.898,2,East,$0 ,117.96,Consumer,2/7/2016,Standard Class,New York,Storage
2,12264,Shipped Early,3,"$8,749.95 ",32.00%,Technology,Arlington,United States,Sanjit Engle,1,0,1,2/2/2016,CA-2016-158841,22204,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",2799.984,5,South,"$8,604 ",8749.95,Consumer,2/4/2016,Second Class,Virginia,Machines
2,51,Shipped Early,3,$36.40 ,50.00%,Office Supplies,Arlington,United States,Sanjit Engle,1,0,1,2/2/2016,CA-2016-158841,22204,Presstex Flexible Ring Binders,18.2,8,South,$0 ,36.4,Consumer,2/4/2016,Second Class,Virginia,Binders
2,26,Shipped Early,3,$18.69 ,38.00%,Furniture,Arlington,United States,Sanjit Engle,1,0,1,2/2/2016,CA-2016-158841,22204,Acrylic Self-Standing Desk Frames,7.1022,7,South,$0 ,18.69,Consumer,2/4/2016,Second Class,Virginia,Furnishings
6,103,Shipped On Time,6,$73.78 ,-105.00%,Furniture,Houston,United States,Noel Staavos,5,60,1,2/2/2016,CA-2016-144645,77041,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",-77.4732,2,Central,$0 ,73.784,Corporate,2/8/2016,Standard Class,Texas,Furnishings
2,79,Shipped Late,1,$56.45 ,26.00%,Office Supplies,Arlington,United States,Cyma Kinney,1,0,1,2/1/2016,US-2016-140809,22204,X-Rack File for Hanging Folders,14.677,5,South,$0 ,56.45,Corporate,2/3/2016,First Class,Virginia,Storage
6,148,Shipped On Time,6,$105.52 ,46.00%,Office Supplies,Los Angeles,United States,Suzanne McNair,5,0,1,2/1/2016,CA-2016-154067,90036,Xerox 1883,48.5392,4,West,$0 ,105.52,Corporate,2/7/2016,Standard Class,California,Paper
4,79,Shipped Early,6,$56.70 ,49.00%,Office Supplies,Los Angeles,United States,Sample Company A,4,0,1,1/31/2016,CA-2016-129238,90045,Easy-staple paper,27.783,5,West,$0 ,56.7,Home Office,2/4/2016,Standard Class,California,Paper
4,33,Shipped Late,3,$23.36 ,50.00%,Office Supplies,Atlantic City,United States,Jason Klamczynski,4,0,1,1/31/2016,CA-2016-158043,8401,Staple envelope,11.68,2,East,$0 ,23.36,Corporate,2/4/2016,Second Class,New Jersey,Envelopes
6,1781,Shipped On Time,6,"$1,270.99 ",50.00%,Office Supplies,Atlanta,United States,Ben Ferrer,5,0,1,1/31/2016,CA-2016-159891,30318,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,635.495,1,South,$956 ,1270.99,Home Office,2/6/2016,Standard Class,Georgia,Binders
6,176,Shipped On Time,6,$125.36 ,47.00%,Office Supplies,Atlanta,United States,Ben Ferrer,5,0,1,1/31/2016,CA-2016-159891,30318,"#10 White Business Envelopes,4 1/8 x 9 1/2",58.9192,8,South,$0 ,125.36,Home Office,2/6/2016,Standard Class,Georgia,Envelopes
4,154,Shipped Early,6,$109.59 ,7.50%,Technology,Los Angeles,United States,Sample Company A,4,20,1,1/31/2016,CA-2016-129238,90045,AT&T 1080 Phone,8.2194,1,West,$0 ,109.592,Home Office,2/4/2016,Standard Class,California,Phones
2,22,Shipped Early,3,$15.55 ,35.00%,Office Supplies,Dallas,United States,Aimee Bixby,1,20,1,1/31/2016,CA-2016-147970,75220,Xerox 1994,5.4432,3,Central,$0 ,15.552,Consumer,2/2/2016,Second Class,Texas,Paper
1,428,Shipped On Time,1,$305.01 ,25.00%,Office Supplies,San Francisco,United States,Steven Cartwright,0,0,1,1/30/2016,CA-2016-153661,94122,"File Shuttle II and Handi-File, Black",76.2525,9,West,$0 ,305.01,Consumer,1/31/2016,First Class,California,Storage
1,36,Shipped On Time,1,$26.01 ,47.00%,Office Supplies,San Francisco,United States,Steven Cartwright,0,0,1,1/30/2016,CA-2016-153661,94122,Avery 512,12.2247,9,West,$0 ,26.01,Consumer,1/31/2016,First Class,California,Labels
2,68,Shipped Early,3,$48.58 ,16.00%,Furniture,Seattle,United States,Tim Brockman,1,0,1,1/30/2016,US-2016-166660,98103,O'Sullivan 2-Shelf Heavy-Duty Bookcases,7.7728,1,West,$0 ,48.58,Consumer,2/1/2016,Second Class,Washington,Bookcases
4,24,Shipped Early,6,$17.46 ,33.80%,Office Supplies,San Francisco,United States,Jeremy Farry,4,20,1,1/30/2016,CA-2016-164483,94122,Heavy-Duty E-Z-D Binders,5.8914,2,West,$0 ,17.456,Consumer,2/3/2016,Standard Class,California,Binders
1,71,Shipped On Time,1,$50.78 ,35.00%,Office Supplies,San Francisco,United States,Steven Cartwright,0,20,1,1/30/2016,CA-2016-153661,94122,GBC Wire Binding Strips,17.7744,2,West,$0 ,50.784,Consumer,1/31/2016,First Class,California,Binders
2,610,Shipped Early,3,$435.17 ,-13.80%,Furniture,Seattle,United States,Tim Brockman,1,20,1,1/30/2016,US-2016-166660,98103,Global Deluxe High-Back Office Chair in Storm,-59.8356,4,West,$0 ,435.168,Consumer,2/1/2016,Second Class,Washington,Chairs
5,219,Shipped Early,6,$156.51 ,33.80%,Office Supplies,Chicago,United States,Harold Engle,5,20,1,1/30/2016,CA-2016-114944,60623,Xerox 1943,52.8228,4,Central,$0 ,156.512,Corporate,2/4/2016,Standard Class,Illinois,Paper
4,2018,Shipped Early,6,"$1,439.97 ",10.00%,Technology,Rockford,United States,David Flashing,4,20,1,1/30/2016,CA-2016-168032,61107,Nokia Lumia 1020,143.9968,4,Central,"$1,434 ",1439.968,Consumer,2/3/2016,Standard Class,Illinois,Phones
4,878,Shipped Early,6,$626.10 ,-86.00%,Furniture,Rockford,United States,David Flashing,4,50,1,1/30/2016,CA-2016-168032,61107,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,-538.446,3,Central,$478 ,626.1,Consumer,2/3/2016,Standard Class,Illinois,Tables
4,2,Shipped Early,6,$1.73 ,-155.00%,Office Supplies,Rockford,United States,David Flashing,4,80,1,1/30/2016,CA-2016-168032,61107,Avery Durable Binders,-2.6784,3,Central,$0 ,1.728,Consumer,2/3/2016,Standard Class,Illinois,Binders
4,56,Shipped Late,3,$39.68 ,26.00%,Office Supplies,Los Angeles,United States,Henry Goldwyn,4,0,1,1/28/2016,CA-2016-146437,90036,Newell 345,10.3168,2,West,$0 ,39.68,Corporate,2/1/2016,Second Class,California,Art
2,13,Shipped Late,1,$9.21 ,25.00%,Office Supplies,Plainfield,United States,Todd Boyes,1,0,1,1/25/2016,CA-2016-153346,7060,"Dixon Ticonderoga Maple Cedar Pencil, #2",2.3025,3,East,$0 ,9.21,Corporate,1/27/2016,First Class,New Jersey,Art
2,25,Shipped Late,1,$18.00 ,46.00%,Office Supplies,Plainfield,United States,Todd Boyes,1,0,1,1/25/2016,CA-2016-153346,7060,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",8.28,5,East,$0 ,18,Corporate,1/27/2016,First Class,New Jersey,Paper
3,64,Shipped On Time,3,$45.98 ,17.00%,Furniture,New York City,United States,Jonathan Doherty,2,0,1,1/25/2016,CA-2016-168046,10024,Tenex B1-RE Series Chair Mats for Low Pile Carpets,7.8166,1,East,$0 ,45.98,Corporate,1/28/2016,Second Class,New York,Furnishings
3,601,Shipped On Time,3,$428.68 ,0.00%,Office Supplies,New York City,United States,Jonathan Doherty,2,0,1,1/25/2016,CA-2016-168046,10024,"SAFCO Commercial Wire Shelving, 72h",0,7,East,$0 ,428.68,Corporate,1/28/2016,Second Class,New York,Storage
3,60,Shipped On Time,3,$43.12 ,35.00%,Office Supplies,New York City,United States,Jonathan Doherty,2,20,1,1/25/2016,CA-2016-168046,10024,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",15.092,5,East,$0 ,43.12,Corporate,1/28/2016,Second Class,New York,Binders
3,440,Shipped On Time,3,$313.72 ,-31.70%,Furniture,New York City,United States,Jonathan Doherty,2,40,1,1/25/2016,CA-2016-168046,10024,Chromcraft Round Conference Tables,-99.3453,3,East,$0 ,313.722,Corporate,1/28/2016,Second Class,New York,Tables
2,44,Shipped Early,3,$31.36 ,50.00%,Office Supplies,Gulfport,United States,Henry Goldwyn,1,0,1,1/24/2016,CA-2016-109407,39503,XtraLife ClearVue Slant-D Ring Binders by Cardinal,15.68,4,South,$0 ,31.36,Corporate,1/26/2016,Second Class,Mississippi,Binders
6,84,Shipped On Time,6,$59.99 ,36.00%,Furniture,Los Angeles,United States,Christy Brittain,5,0,1,1/23/2016,CA-2016-113656,90036,"DAX Cubicle Frames, 8-1/2 x 11",21.5964,7,West,$0 ,59.99,Consumer,1/29/2016,Standard Class,California,Furnishings
4,140,Shipped Early,6,$99.98 ,43.00%,Technology,Burlington,United States,Claudia Bergmann,4,0,1,1/23/2016,US-2016-165505,5408,Logitech Wireless Marathon Mouse M705,42.9914,2,East,$0 ,99.98,Corporate,1/27/2016,Standard Class,Vermont,Accessories
4,11,Shipped Early,6,$8.04 ,34.00%,Office Supplies,Burlington,United States,Claudia Bergmann,4,0,1,1/23/2016,US-2016-165505,5408,4009 Highlighters,2.7336,6,East,$0 ,8.04,Corporate,1/27/2016,Standard Class,Vermont,Art
4,2193,Shipped Early,6,"$1,564.29 ",26.00%,Office Supplies,Burlington,United States,Claudia Bergmann,4,0,1,1/23/2016,US-2016-165505,5408,Iceberg Mobile Mega Data/Printer Cart,406.7154,13,East,"$1,434 ",1564.29,Corporate,1/27/2016,Standard Class,Vermont,Storage
6,11,Shipped On Time,6,$7.56 ,4.00%,Office Supplies,Morristown,United States,Paul Gonzalez,5,0,1,1/22/2016,CA-2016-111010,7960,Bagged Rubber Bands,0.3024,6,East,$0 ,7.56,Consumer,1/28/2016,Standard Class,New Jersey,Fasteners
6,154,Shipped On Time,6,$109.90 ,34.00%,Furniture,Seattle,United States,Anthony Johnson,5,0,1,1/22/2016,CA-2016-138079,98115,"Contract Clock, 14"", Brown",37.366,5,West,$0 ,109.9,Corporate,1/28/2016,Standard Class,Washington,Furnishings
5,18,Shipped Early,6,$12.96 ,48.00%,Office Supplies,Seattle,United States,Marc Crier,5,0,1,1/22/2016,CA-2016-146318,98105,Xerox 218,6.2208,2,West,$0 ,12.96,Consumer,1/27/2016,Standard Class,Washington,Paper
6,62,Shipped On Time,6,$44.40 ,50.00%,Office Supplies,San Diego,United States,Frank Preis,5,0,1,1/22/2016,CA-2016-125850,92037,Avery 475,22.2,3,West,$0 ,44.4,Consumer,1/28/2016,Standard Class,California,Labels
6,29,Shipped On Time,6,$20.65 ,46.00%,Office Supplies,San Diego,United States,Frank Preis,5,0,1,1/22/2016,CA-2016-125850,92037,Avery 476,9.499,5,West,$0 ,20.65,Consumer,1/28/2016,Standard Class,California,Labels
6,20,Shipped On Time,6,$14.27 ,30.00%,Furniture,Fayetteville,United States,Carlos Meador,5,20,1,1/22/2016,US-2016-135923,28314,Eldon Pizzaz Desk Accessories,4.2816,8,South,$0 ,14.272,Consumer,1/28/2016,Standard Class,North Carolina,Furnishings
6,632,Shipped On Time,6,$451.14 ,-15.00%,Furniture,Fayetteville,United States,Carlos Meador,5,20,1,1/22/2016,US-2016-135923,28314,"Sauder Forest Hills Library, Woodland Oak Finish",-67.6704,4,South,$0 ,451.136,Consumer,1/28/2016,Standard Class,North Carolina,Bookcases
6,91,Shipped On Time,6,$64.86 ,10.00%,Office Supplies,Fayetteville,United States,Carlos Meador,5,20,1,1/22/2016,US-2016-135923,28314,Fellowes Mighty 8 Compact Surge Protector,6.4864,4,South,$0 ,64.864,Consumer,1/28/2016,Standard Class,North Carolina,Appliances
5,77,Shipped Early,6,$55.18 ,28.80%,Technology,Cleveland,United States,Bradley Talbott,5,20,1,1/22/2016,CA-2016-148208,44105,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",15.8631,3,East,$0 ,55.176,Home Office,1/27/2016,Standard Class,Ohio,Accessories
7,37,Shipped Late,6,$26.34 ,35.00%,Office Supplies,New York City,United States,Toby Braunhardt,6,20,1,1/22/2016,US-2016-155180,10009,Wilson Jones data.warehouse D-Ring Binders with DublLock,9.2176,4,East,$0 ,26.336,Consumer,1/29/2016,Standard Class,New York,Binders
5,155,Shipped Early,6,$110.38 ,-18.30%,Technology,Cleveland,United States,Bradley Talbott,5,40,1,1/22/2016,CA-2016-148208,44105,Panasonic Kx-TS550,-20.2356,4,East,$0 ,110.376,Home Office,1/27/2016,Standard Class,Ohio,Phones
